,m2,celly_houseRoomCount,description,isitma,celly_buildingAge,celly_floortype,location,days,price
428,104,1 + 1, 42 maslak b kule'de yeni eşyalı kiralık 1+1 daire (232),Kombi,4 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"8,990 TL"
429,80,4 + 1, emirgan da koru ve boğaz manzaralı ara kat,Kombi,25 Yaşında, 3. Kat,"Sarıyer,Emirgan Mahallesi",1 Temmuz 2020,"16,000 TL"
430,104,1 + 1, 42 maslak b kule'de modern eşyalı kiralık 1+1 daire (251),Kombi,5 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020," 8,390 TL"
431,90,4 + 1, istinyepark ta kiralık 4+1 havuz ve gölet manzaralı çatı dubleks,Kombi,9 Yaşında, 5. Kat,"Sarıyer,Pınar Mahallesi",13 Temmuz 2020,"22,500 TL"
432,109,1 + 1, huzur skyland sitesi eşyalı kiralık 1+1 daire (201),Kombi,3 Yaşında, 10. Kat,"Sarıyer,Huzur Mahallesi",8 Temmuz 2020,"5,790 TL"
433,195,3 + 1, tarabya'da boğaz manzaralı bahçe dublex özel yol yalı dairesi,Kombi,30 Yaşında, 1. Kat,"Sarıyer,Tarabya Mahallesi",30 Haziran 2020,"16,000 TL"
434,80,5 + 2, istinye sitede muhteşem manzaralı 5+2 kiralık çatı dubleksi,Kombi,18 Yaşında, 3. Kat,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"12,000 TL"
435,96,1 + 1, sarıyer ıstinyede 96 m2 1+1 elit sitede manzaralı daire,Kombi,5 Yaşında,boş,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"7,000 TL"
436,70,5 + 2, butık- havuzlu-nezıh bır apartmanda kıralık bahce dubleksı 5+2,Kombi,5 Yaşında, Bahçe Katı,"Sarıyer,Ferahevler Mahallesi",29 Haziran 2020,"10,000 TL"
437,600,5 + 2, emirgan da 600 m2 bahçe dubleksi,Kombi,10 Yaşında, 1. Kat,"Sarıyer,Emirgan Mahallesi",1 Temmuz 2020,"35,000 TL"
438,75,3 + 2, konuta yada işyerine uygun boğaz manzaralı sahile yakın çatı dub,Kombi,30 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",3 Temmuz 2020,"7,000 TL"
439,110,4 + 1, rumeli hisarında 4+1 eşyalı boğaz manzaralı müstakil ev,Kombi,7 Yaşında, 3. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",1 Temmuz 2020,"23,500 TL"
440,165,2 + 1, maslak spine modern eşyalı kiralık 2+1 daire (120),Kombi,6 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"13,590 TL"
441,190,3 + 1, ahenk'ten tarabya koru evleri'nde kiralık çatı dubleks daire,Kombi,5 Yaşında, Çatı Katı,"Sarıyer,Tarabya Mahallesi",30 Mayıs 2020,"7,000 TL"
442,75,1 + 1, maslak spine modern eşyalı kiralık 1+1 daire (370),Kombi,6 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"9,190 TL"
443,40,1 + 1, maslak 1453 modern eşyalı kiralık 0+1 daire (493),Kombi,4 Yaşında, Giriş Katı,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"4,390 TL"
444,120,3 + 1, tarabya şenevlerde caddeye 100 metre keyifli kiralık 3+1 daire ,Kombi,25 Yaşında, Giriş Katı,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"2,000 TL"
445,150,3 + 1, tarabya hacıosman metro 5 dk doğa manzaralı 3+1 çatı katı daire,Kombi,20 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"4,000 TL"
446,150,3 + 1, istinye parka yakın güvenlikli otoparklı sitede 3+1,Kombi,20 Yaşında, 4. Kat,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"3,150 TL"
447,300,4 + 1, tarabya şalçıkırda yüzme havuzlu bahçeli binada tripleks daire,Kombi,24 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",17 Haziran 2020,"9,000 TL"
448,330,5 + 1, sarıyer istinye seba 330 m2 5+1 güncel çatı dubleksi daire,Kombi,13 Yaşında, Çatı Katı,"Sarıyer,İstinye Mahallesi",29 Haziran 2020,"20,000 TL"
449,110,2 + 1, maslak mashattan modern eşyalı kiralik 2+1 daire (188),Kombi,14 Yaşında, 16. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"7,790 TL"
450,130,3 + 1," sarıyer tarabya şık sokak ve bina ulaşım,çarşı 1 adım çatı&3.kat",Kombi,20 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",23 Haziran 2020,"4,000 TL"
451,330,5 + 1," istinye site,de önü açık ferah kiralık çatı dubleks",Kombi,9 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",28 Haziran 2020,"21,000 TL"
452,90,2 + 1, sahibinden eşyalı üniversitelere yakın 2+1,Kombi,10 Yaşında, 4. Kat,"Sarıyer,Ayazağa Mahallesi",25 Haziran 2020,"2,200 TL"
453,80,4 + 1, abn'den tarabya park konakları kiralık 4+1 havuz cephe,Kombi,13 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",14 Haziran 2020,"19,500 TL"
454,60,1 + 1," size özel rumeli hisarında,sahile çok yakın,deniz manzaralı, 1+1",Kombi,30 Yaşında, 2. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",8 Temmuz 2020,"2,800 TL"
455,90,2 + 1, yeniköy merkezde şık eşyalı 100m2 2+1 giriş daire,Kombi,30 Yaşında, Yüksek Giriş,"Sarıyer,Yeniköy Mahallesi",17 Haziran 2020,"3,500 TL"
456,90,2 + 1, tarabyada sitede 2+1 90m2 temiz daire,Kombi,8 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"3,600 TL"
457,75,1 + 1, sarıyer tarabya eşyalı 1+1 temiz daire,Kombi,23 Yaşında, Bahçe Katı,"Sarıyer,Tarabya Mahallesi",30 Haziran 2020,"2,000 TL"
458,40,4 + 1, tarabya park konakları'nda kiralık tek bahçe dubleks daire,Kombi,10 Yaşında, 1. Kat,"Sarıyer,Tarabya Mahallesi",22 Haziran 2020,"25,000 TL"
459,160,3 + 1, sariyer tarabyada 160 m2 3+1 bakımlı temiz kiralık çatı dubkrksi,Kombi,8 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"6,900 TL"
460,70,1 + 1, tarabya üstünde bay bayana aileye eşyalı kiralık daire,Kombi,14 Yaşında, Giriş Katı,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"2,000 TL"
461,110,2 + 1," sarıyer tarabya doğa,şehir manzaralı ulaşım,çarşı 1.dk",Kombi,20 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",20 Haziran 2020,"2,300 TL"
462,450,4 + 2, tarabyada muhteşem çatı dubleksi-eşyalı,Kombi,11 Yaşında, Çatı Katı,"Sarıyer,Tarabya Mahallesi",28 Haziran 2020,"15,000 TL"
463,130,2 + 1, tarabya hacıosman metroya yakın metre mesafede kiralık 2+1,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"3,000 TL"
464,50,4 + 1, sarıyer tarabya sıfır projede 250 m2 çatı dubleksi daire,Kombi,Sıfır Bina, Çatı Katı,"Sarıyer,Tarabya Mahallesi",21 Haziran 2020,"15,000 TL"
465,75,2 + 1, tarabya üstü yeni evlilere çok temiz sıfır 2+1 daire,Kombi,20 Yaşında, Çatı Katı,"Sarıyer,Cumhuriyet Mahallesi",12 Temmuz 2020,"1,600 TL"
466,80,4 + 1, sarıyer istinye maritza da 3+1 + hizmetli odalı bahçe dubleksi,Kombi,4 Yaşında, Bahçe Katı,"Sarıyer,İstinye Mahallesi",15 Haziran 2020,"20,000 TL"
467,100,2 + 1, caddeüstü 2+1 ,Kombi,20 Yaşında,boş,"Sarıyer,Cumhuriyet Mahallesi",3 Temmuz 2020,"2,500 TL"
468,80,1 + 1, emirganda bakımlı deniz ve köprü manzaralı daire,Kombi,35 Yaşında, 4. Kat,"Sarıyer,Emirgan Mahallesi",3 Temmuz 2020,"5,750 TL"
469,194,3 + 1, istinye parkta kiralık eşyalı 3+1 daire,Kombi,10 Yaşında, 3. Kat,"Sarıyer,İstinye Mahallesi",11 Temmuz 2020,"20,000 TL"
470,300,5 + 1, istinye seba royal konaklarında kiralık 5+1 catı dubleksi.seba,Kombi,10 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",27 Haziran 2020,"20,000 TL"
471,190,4 + 1, sarıyer maden de fırsat çatı dubleksi,Kombi,4 Yaşında, Çatı Katı,"Sarıyer,Maden Mahallesi",7 Temmuz 2020,"5,000 TL"
472,160,3 + 1, emirgan' da sıfır binada kopru manzaralı yuksek tavan çatı katı,Kombi,Sıfır Bina, 4. Kat,"Sarıyer,Emirgan Mahallesi",6 Temmuz 2020,"9,500 TL"
473,80,4 + 1, tarabya'da sahile yurume mesafesinde yemyeşil peyzajlı daire,Kombi,30 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",6 Temmuz 2020,"9,000 TL"
474,100,2 + 1, tarabya üstü metroya 10dk yenilenmiş müstakil girişli 2+1,Kombi,20 Yaşında, Giriş Katı,"Sarıyer,Cumhuriyet Mahallesi",12 Temmuz 2020,"1,750 TL"
475,120,3 + 1, tarabya'da cadde alışveriş metro'ya yakın çok temiz kiralık 3+1,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"2,200 TL"
476,35,4 + 1, sarıyer yeniköy 'de sahile adım mesafede teraslı dubleks,Kombi,15 Yaşında, 2. Kat,"Sarıyer,Yeniköy Mahallesi",26 Haziran 2020,"9,000 TL"
477,100,2 + 1, istinye koru mahallesinde bakımlı geniş 2+1 kombili daire,Kombi,20 Yaşında, En Üst Kat,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"2,250 TL"
478,140,4 + 1, secretıves'ten rumelihisarı'nda köprü ve boğaz manzaralı daire,Kombi,50 Yaşında, Giriş Katı,"Sarıyer,Rumeli Hisarı Mahallesi",13 Temmuz 2020,"5,500 TL"
479,80,1 + 1, tarabya üstü bahçeli müstakil girişli eşyalı 1+1,Kombi,15 Yaşında, Bahçe Katı,"Sarıyer,Cumhuriyet Mahallesi",12 Temmuz 2020,"2,000 TL"
480,78,1 + 1, 42 maslak b kule'de modern eşyalı kiralık 1+1 daire (253),Kombi,5 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"9,490 TL"
481,84,2 + 1, zekeriyaköy medyakent ferah 2+1 daire eşyalı kiralık,Kombi,15 Yaşında, Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",25 Haziran 2020,"3,200 TL"
482,190,3 + 1, boğaz manzaralı tünele yakın içi sıfır 3+1 daire || elit ||,Kombi,1 Yaşında, Kot 3,"Sarıyer,Maden Mahallesi",9 Temmuz 2020,"11,000 TL"
484,55,4 + 1, sarıyer maslak mashattan'da 255 m2 4+1 boş daire-resıdence,Kombi,10 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"11,000 TL"
485,40,1 + 1, huzur skyland yeni eşyalı 1+0 kiralık daire (361),Kombi,3 Yaşında, 14. Kat,"Sarıyer,Huzur Mahallesi",8 Temmuz 2020,"3,990 TL"
486,150,3 + 1, istinye parka yakın güvenlikli otoparklı sitede 3+1 dubleks,Kombi,20 Yaşında, 4. Kat,"Sarıyer,Pınar Mahallesi",13 Temmuz 2020,"3,150 TL"
487,150,2 + 1, boğaz manzaralı teraslı 2+1 çatı katı daire || elit ||,Kombi,5 Yaşında, Çatı Katı,"Sarıyer,Maden Mahallesi",9 Temmuz 2020,"9,250 TL"
488,300,4 + 2, emirgan'da muhteşem boğaz manzaralı villa tadında çatı dubleksi,Kombi,30 Yaşında, 2. Kat,"Sarıyer,Emirgan Mahallesi",13 Temmuz 2020,"19,000 TL"
489,450,5 + 1, prestijli apartmanda özel kopru manzarali çati dublex,Kombi,20 Yaşında, 3. Kat,"Sarıyer,Emirgan Mahallesi",6 Temmuz 2020,"16,500 TL"
490,50,1 + 1, maslak mashattan sitesi eşyalı kiralık 1+1 daire (521),Kombi,14 Yaşında, 15. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"6,390 TL"
491,300,3 + 1, emirgan' da prestijli apartmanda benzersiz daire,Kombi,25 Yaşında, 3. Kat,"Sarıyer,Emirgan Mahallesi",6 Temmuz 2020,"16,000 TL"
492,400,4 + 2, tarabya'da aktiviteli sitede boğaz manzaralı lüks çatı dubleksi,Kombi,10 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"15,000 TL"
493,110,2 + 1, rumeli hisarüstü boğaziçi üniversitesine yakın kiralık 2+1 daire,Kombi,25 Yaşında, 1. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",12 Temmuz 2020,"2,800 TL"
494,85,1 + 1, istinyede deniz manzaralı temiz daire,Kombi,11 Yaşında, Bahçe Katı,"Sarıyer,İstinye Mahallesi",9 Temmuz 2020,"2,000 TL"
495,150,3 + 1," yeniköy de teraslı, boğaz manzaralı, çatı dubleksi",Kombi,25 Yaşında, 2. Kat,"Sarıyer,Yeniköy Mahallesi",1 Temmuz 2020,"23,000 TL"
496,80,1 + 1, emirgan boyacıköy'de manzaralı bakımlı 1+1 ,Kombi,30 Yaşında, 4. Kat,"Sarıyer,Emirgan Mahallesi",3 Temmuz 2020,"5,750 TL"
497,120,2 + 1, private'dan camii sokakta bakımlı arakat,Kombi,25 Yaşında,boş,"Sarıyer,Rumeli Hisarı Mahallesi",13 Haziran 2020,"2,850 TL"
498,140,3 + 1, tarabya'da metroya yürüme mesafesinde içi yenilenmiş daire,Kombi,25 Yaşında, Yüksek Giriş,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"4,000 TL"
499,70,2 + 1, remax ahenkten sarıyer büyükdere de nezih sokakta kiralık daire,Kombi,20 Yaşında, Bahçe Katı,"Sarıyer,Büyükdere Mahallesi",13 Temmuz 2020,"2,100 TL"
500,0,4 + 1, tarabya'da sahile yakın bahçe içinde temiz dubleks daire,Kombi,15 Yaşında, 1. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"10,000 TL"
501,176,3 + 1," sarıyer, maden mahallesinde, boğaz ve orman manzaralı kiralık çatı dubleks",Kombi,1 Yaşında, Çatı Katı,"Sarıyer,Maden Mahallesi",26 Haziran 2020,"5,000 TL"
502,180,3 + 1, sarıyer ve tünele yakın boğaz manzaralı teraslı daire || elit ||,Kombi,1 Yaşında, Kot 1,"Sarıyer,Maden Mahallesi",9 Temmuz 2020,"9,500 TL"
503,330,5 + 1, istinye elit site de deniz manzaralı kiralık çatı dubleks,Kombi,8 Yaşında, Bahçe Katı,"Sarıyer,İstinye Mahallesi",28 Haziran 2020,"44,000 TL"
504,85,1 + 1, sarıyer madende yeni sıfır kiralik,Kombi,Sıfır Bina, 4. Kat,"Sarıyer,Zekeriyaköy Mahallesi",9 Temmuz 2020,"2,500 TL"
505,315,5 + 1, istinye seba akdağ dream'de dekorasyonlu kiralık çatı dubleksi,Kombi,7 Yaşında, Çatı Katı,"Sarıyer,İstinye Mahallesi",25 Haziran 2020,"23,000 TL"
506,100,2 + 1, folyapı gayrimenkul den kiralik daire,Kombi,1 Yaşında, 1. Kat,"Sarıyer,Ayazağa Mahallesi",5 Temmuz 2020,"1,550 TL"
507,175,2 + 1, teras ve bahçe kullanımlı 2+1 kiralık dubleks daire || elit ||,Kombi,1 Yaşında, Bahçe Katı,"Sarıyer,Maden Mahallesi",9 Temmuz 2020,"8,750 TL"
508,00,3 + 1, kilyosun girişinde kısmi eşyalı kiralık çatı dubleksi,Kombi,5 Yaşında, Çatı Katı,"Sarıyer,Kumköy Mahallesi",10 Temmuz 2020,"3,500 TL"
509,70,2 + 1," sarıyer tarabya cumhuriyet ulaşım,çarşı 1.dk kurumsal çalışana",Kombi,20 Yaşında, Bahçe Katı,"Sarıyer,Tarabya Mahallesi",26 Haziran 2020,"1,750 TL"
510,45,1 + 1, zekeriyakoy maritza loft eşyalı kiralık 1+1 daire (500),Kombi,Sıfır Bina, Giriş Katı,"Sarıyer,Zekeriyaköy Mahallesi",8 Temmuz 2020,"2,990 TL"
511,150,3 + 1, emirgan'da yuksek tavan çatı artı kalite hayal degil gerçek ... ,Kombi,Sıfır Bina, 4. Kat,"Sarıyer,Emirgan Mahallesi",6 Temmuz 2020,"9,500 TL"
512,145,3 + 1, ferahevler'de doğa manzaralı kiralık temiz daire,Kombi,20 Yaşında, 2. Kat,"Sarıyer,Ferahevler Mahallesi",13 Temmuz 2020,"3,000 TL"
513,80,4 + 1, nokta emlak'tan maden'de sarıyer konaklarında 4+1 çatı dubleks,Kombi,2 Yaşında, Çatı Katı,"Sarıyer,Maden Mahallesi",23 Haziran 2020,"7,500 TL"
514,120,2 + 1, tarabya'da boğaz manzaralı eşyalı kiralık yeni daire,Kombi,10 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"6,500 TL"
515,185,3 + 1, merkez'de market ve toplu ulaşım müstakil girişli bahce katı 3+1,Kombi,3 Yaşında, Bahçe Katı,"Sarıyer,Zekeriyaköy Mahallesi",5 Temmuz 2020,"4,500 TL"
516,65,1 + 1, koç üniversitesine yakın geniş 1+1 kiralık,Kombi,3 Yaşında, 2. Kat,"Sarıyer,Zekeriyaköy Mahallesi",17 Haziran 2020,"2,500 TL"
517,95,2 + 1, sarıyer siteler bölgesi koç ünüversitesine 5 dk full eşyali dair,Kombi,5 Yaşında, 3. Kat,"Sarıyer,Zekeriyaköy Mahallesi",7 Temmuz 2020,"4,800 TL"
518,150,3 + 1, rumeli hisarı nda kısmı manzaralı bakımlı teraslı,Kombi,40 Yaşında, 3. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",1 Temmuz 2020,"7,000 TL"
519,33,3 + 1, sarıyer zekeriyaköy de kiralık 3+1 ful eşyalı bahçe dubleksi,Kombi,10 Yaşında, Bahçe Katı,"Sarıyer,Uskumruköy Mahallesi",6 Temmuz 2020,"12,000 TL"
520,145,3 + 1, tarabya sanatçılar sitesi'nde kiralık eşyalı temiz daire,Kombi,20 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"5,500 TL"
521,140,3 + 1, tarabyaüstü merkez de çok geniş 3 balkonlu daire,Kombi,25 Yaşında, 1. Kat,"Sarıyer,Kireçburnu Mahallesi",13 Temmuz 2020,"3,000 TL"
522,40,Stüdyo, kireçburnu sahile 200 metre mesafede internet dahil eşyalı 1+0,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Kireçburnu Mahallesi",12 Temmuz 2020,"1,600 TL"
523,150,3 + 1, tarabya full+full eşyalı balkonlu önü açık manzaralı,Kombi,11 Yaşında, 1. Kat,"Sarıyer,Tarabya Mahallesi",29 Haziran 2020,"3,000 TL"
524,80,4 + 1, sarıyer maden de butik site içerisin de bahçe dubleksi,Kombi,Sıfır Bina, 1. Kat,"Sarıyer,Maden Mahallesi",12 Temmuz 2020,"12,000 TL"
525,100,3 + 1, tarabya marinaya 200 mt 100m2 daire eşyalı,Kombi,15 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",2 Temmuz 2020,"1,600 TL"
526,135,3 + 1, tarabya üstünde cadde ulaşım marketlere yakın kiralık 3+1 daire,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Cumhuriyet Mahallesi",12 Temmuz 2020,"1,600 TL"
527,80,2 + 1, sahile yakın eşyalı taşınmaya hazır,Kombi,30 Yaşında, Zemin,"Sarıyer,Rumeli Hisarı Mahallesi",8 Temmuz 2020,"4,000 TL"
528,150,3 + 1, diamonddan sarıyer maden de lüks sitede 150 m2 3+1 çatı dubleksi,Kombi,Sıfır Bina, 3. Kat,"Sarıyer,Maden Mahallesi",30 Haziran 2020,"6,500 TL"
529,190,4 + 1, tarabya ferahevlerde 190 m2 4+1 bakımlı bahçe kullanımlı daire,Kombi,30 Yaşında, 2. Kat,"Sarıyer,Ferahevler Mahallesi",13 Temmuz 2020,"3,000 TL"
530,70,2 + 1, merkezde manzaralı aydınlık 2+1 aile ve bekara uygundur,Kombi,23 Yaşında, 3. Kat,"Sarıyer,Reşitpaşa Mahallesi",4 Temmuz 2020,"1,900 TL"
531,140,3 + 1, maden'de boğaz manzaralı eşyalı kiralık temiz daire,Kombi,10 Yaşında, 2. Kat,"Sarıyer,Maden Mahallesi",13 Temmuz 2020,"5,000 TL"
532,44,1 + 1, sarıyer madende yeni sıfır 1+1 kiralık daire,Kombi,Sıfır Bina, Ara Kat,"Sarıyer,Maden Mahallesi",28 Haziran 2020,"2,300 TL"
533,130,3 + 1, hisarüstünde metroya boğaziçine yakın 3+1 kombili balkonu ferah ,Kombi,25 Yaşında, 3. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",13 Temmuz 2020,"3,500 TL"
534,120,3 + 1, tarabya'da metroya yürüme mesafesinde kiralık temiz çatı katı,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"4,000 TL"
535,160,3 + 1, tarabya'da depreme dayanıklı sitede eşyalı kiralık çatı dubleks,Kombi,5 Yaşında, Çatı Katı,"Sarıyer,Ferahevler Mahallesi",28 Haziran 2020,"6,900 TL"
536,300,4 + 2, istinye hilpark sitesi'nde kiralık bahçe dubleksi daire,Kombi,20 Yaşında, Villa Katı,"Sarıyer,İstinye Mahallesi",22 Haziran 2020,"30,000 TL"
537,70,1 + 1, ali obuz'dan tarabya sanatçılar'da caddeye en yakın blokta,Kombi,30 Yaşında, Bahçe Katı,"Sarıyer,Tarabya Mahallesi",8 Temmuz 2020,"2,300 TL"
538,50,1 + 1, sarıyer kireçburnunda kiralık eşyalı sütüdyo daire,Kombi,25 Yaşında, Giriş Katı,"Sarıyer,Kireçburnu Mahallesi",2 Temmuz 2020,"1,550 TL"
539,88,4 + 1, istinye park residence'da kiralık çatı dubleksi daire,Kombi,10 Yaşında, 5. Kat,"Sarıyer,Pınar Mahallesi",22 Haziran 2020,"25,000 TL"
540,330,6 + 1, kilyosta merkezi lokasyonda bakımlı tripleks daire,Kombi,20 Yaşında, Ara Kat,"Sarıyer,Kumköy Mahallesi",20 Haziran 2020,"6,000 TL"
541,50,4 + 1, siteiçi kiralık 4+1 bahçe katı daire,Kombi,15 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"9,000 TL"
542,90,2 + 1, zekeriyaköy merkezde kiralık 2+1 daire,Kombi,25 Yaşında, Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",7 Temmuz 2020,"4,000 TL"
543,300,5 + 1, sarıyer maden de butik sitede fırsat kiralik bahçe dubleksi,Kombi,4 Yaşında, 2. Kat,"Sarıyer,Maden Mahallesi",14 Haziran 2020,"12,000 TL"
544,90,3 + 0, home& office,Kombi,20 Yaşında, Ara Kat,"Sarıyer,Merkez Mahallesi",29 Mayıs 2020,"2,250 TL"
545,160,3 + 1, tarabyada deniz manzaralı 3+1 kiralık daire,Kombi,25 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"4,000 TL"
546,400,4 + 2, tarabya'da aktiviteli sitede boğaz manzaralı eşyalı çatı dubleks,Kombi,10 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"18,000 TL"
547,75,4 + 1, sarıyer istinye kiralık 4+1 daire dekorasyonlu çatı dubleksi,Kombi,8 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",23 Mayıs 2020,"36,600 TL"
548,140,3 + 1, tarabya da 3+1 125m2 tertemiz daire,Kombi,21 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"3,500 TL"
549,315,5 + 1, sarıyer istinye seba dream akdağ sitesinde şık çatı dubleksi,Kombi,9 Yaşında, Çatı Katı,"Sarıyer,İstinye Mahallesi",21 Haziran 2020,"19,000 TL"
550,40,4 + 1," tarabyada prestijli lokasyonda manzaralı güvenlikli, otoparklı",Kombi,20 Yaşında, 1. Kat,"Sarıyer,Tarabya Mahallesi",4 Temmuz 2020,"35,000 TL"
551,100,2 + 1, sarıyer pınar mah de 2+1 kiralık daire,Kombi,25 Yaşında, Ara Kat,"Sarıyer,Pınar Mahallesi",1 Haziran 2020,"2,200 TL"
552,80,2 + 1, kirecburnu sahile dört dk. mesafede eşyalı kiralık dulex,Kombi,25 Yaşında, Yüksek Giriş,"Sarıyer,Kireçburnu Mahallesi",2 Temmuz 2020,"3,100 TL"
553,180,4 + 1, istinye daruşafaka mah 4+1 otoparklı kiralık daire,Kombi,15 Yaşında, 1. Kat,"Sarıyer,Darüşşafaka Mahallesi",4 Temmuz 2020,"4,750 TL"
554,75,1 + 1, koyuyeşil den metro 400 mt ful yeni eşyalı lüks -güvenli-,Kombi,Sıfır Bina, 2. Kat,"Sarıyer,Huzur Mahallesi",6 Temmuz 2020,"2,100 TL"
555,110,2 + 1, darüşşafaka bahar sitesinde eşyalı 2+1 daire fırsatı,Kombi,20 Yaşında, Kot 1,"Sarıyer,Darüşşafaka Mahallesi",23 Haziran 2020,"3,750 TL"
556,320,5 + 1, seba dream akdağ'da büyük metrekareli bahçe dubleksi,Kombi,10 Yaşında, Bahçe Katı,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"27,500 TL"
557,165,3 + 1," yb gm'den yeniköy'de full boğaz manzaralı, havuzlu çatı dubleks",Kombi,10 Yaşında, 4. Kat,"Sarıyer,Yeniköy Mahallesi",26 Haziran 2020,"23,000 TL"
558,60,1 + 1, tarabya üstünde cadde ve alışveriş merkezlerine yakın eşyalı 1+1,Kombi,15 Yaşında, Kot 3,"Sarıyer,Kireçburnu Mahallesi",12 Temmuz 2020,"2,000 TL"
559,350,5 + 1, sarıyer medende tünele 5 dk butik sitede fırsat 5+1 çati dubleks,Kombi,7 Yaşında, 2. Kat,"Sarıyer,Maden Mahallesi",18 Haziran 2020,"7,000 TL"
560,65,1 + 1," bekara, öğrenciye tertemiz bahçeli daire",Kombi,29 Yaşında, Bahçe Katı,"Sarıyer,Emirgan Mahallesi",13 Temmuz 2020,"1,500 TL"
561,125,3 + 1, elit bölgede kısmi manzaralı balkonlu daire,Kombi,29 Yaşında, 2. Kat,"Sarıyer,Emirgan Mahallesi",13 Temmuz 2020,"5,000 TL"
562,85,2 + 1, sarıyer büyükdere topser sedatkente yakın eşyalı kiralık daire,Kombi,18 Yaşında, Yüksek Giriş,"Sarıyer,Büyükdere Mahallesi",23 Haziran 2020,"1,950 TL"
563,120,2 + 1, ns'den sarıyer sahilde boğaz manzaralı 2+1 120 m2 yalı dairesi,Kombi,30 Yaşında, 3. Kat,"Sarıyer,Merkez Mahallesi",10 Temmuz 2020,"7,500 TL"
564,90,2 + 1," yeniköy'de bahçeli, yenilenmiş, ferah 2+1 kiralık daire",Kombi,21 Yaşında, Bahçe Katı,"Sarıyer,Yeniköy Mahallesi",5 Temmuz 2020,"2,200 TL"
565,300,5 + 2, ferahevler'de butik sitede kiralık sıfır lüks bahçe dubleksi,Kombi,3 Yaşında, Bahçe Katı,"Sarıyer,Ferahevler Mahallesi",13 Temmuz 2020,"10,000 TL"
566,140,3 + 1, kireçburnu ada sokakda bahçe katı kiralık 3+1 ,Kombi,25 Yaşında, Bahçe Katı,"Sarıyer,Kireçburnu Mahallesi",13 Temmuz 2020,"2,950 TL"
